# r_pc rho_Msun_pc3 sigma1d_kms pressure_rho_sigma2 N_scatter_per_orbit
3.037832063768e-04 1.001563235253e+07 4.759725863856e+03 2.269040537855e+14 4.923433064064e-05
3.059060197706e-04 9.911563963997e+06 4.743182971338e+03 2.229882320983e+14 4.970737495688e-05
3.080436672191e-04 9.808576940565e+06 4.726697580487e+03 2.191399893462e+14 5.018492543569e-05
3.101962523815e-04 9.706660045758e+06 4.710269491448e+03 2.153581592448e+14 5.066702455871e-05
3.123638796415e-04 9.605802159854e+06 4.693898505064e+03 2.116415956379e+14 5.115371520301e-05
3.145466541119e-04 9.505992278679e+06 4.677584422869e+03 2.079891721494e+14 5.164504064466e-05
3.167446816405e-04 9.407219512403e+06 4.661327047088e+03 2.043997818429e+14 5.214104456242e-05
3.189580688142e-04 9.309473084354e+06 4.645126180632e+03 2.008723368856e+14 5.264177104141e-05
3.211869229652e-04 9.212742329839e+06 4.628981627097e+03 1.974057682187e+14 5.314726457682e-05
3.234313521755e-04 9.117016694984e+06 4.612893190764e+03 1.939990252335e+14 5.365757007768e-05
3.256914652823e-04 9.022285735581e+06 4.596860676592e+03 1.906510754529e+14 5.417273287066e-05
3.279673718836e-04 8.928539115945e+06 4.580883890218e+03 1.873609042184e+14 5.469279870385e-05
3.302591823429e-04 8.835766607794e+06 4.564962637955e+03 1.841275143830e+14 5.521781375064e-05
3.325670077954e-04 8.743958089126e+06 4.549096726791e+03 1.809499260083e+14 5.574782461361e-05
3.348909601524e-04 8.653103543117e+06 4.533285964383e+03 1.778271760682e+14 5.628287832846e-05
3.372311521075e-04 8.563193057030e+06 4.517530159056e+03 1.747583181564e+14 5.682302236794e-05
3.395876971418e-04 8.474216821130e+06 4.501829119802e+03 1.717424222001e+14 5.736830464587e-05
3.419607095294e-04 8.386165127617e+06 4.486182656278e+03 1.687785741777e+14 5.791877352118e-05
3.443503043427e-04 8.299028369564e+06 4.470590578802e+03 1.658658758423e+14 5.847447780194e-05
3.467565974585e-04 8.212797039870e+06 4.455052698350e+03 1.630034444487e+14 5.903546674949e-05
3.491797055633e-04 8.127461730223e+06 4.439568826557e+03 1.601904124865e+14 5.960179008258e-05
3.516197461589e-04 8.043013130074e+06 4.424138775712e+03 1.574259274170e+14 6.017349798152e-05
3.540768375681e-04 7.959442025618e+06 4.408762358754e+03 1.547091514147e+14 6.075064109243e-05
3.565510989409e-04 7.876739298795e+06 4.393439389278e+03 1.520392611136e+14 6.133327053148e-05
3.590426502594e-04 7.794895926288e+06 4.378169681521e+03 1.494154473573e+14 6.192143788914e-05
3.615516123446e-04 7.713902978542e+06 4.362953050368e+03 1.468369149540e+14 6.251519523457e-05
3.640781068615e-04 7.633751618790e+06 4.347789311350e+03 1.443028824356e+14 6.311459511995e-05
3.666222563253e-04 7.554433102089e+06 4.332678280634e+03 1.418125818208e+14 6.371969058490e-05
3.691841841075e-04 7.475938774363e+06 4.317619775030e+03 1.393652583819e+14 6.433053516089e-05
3.717640144416e-04 7.398260071464e+06 4.302613611984e+03 1.369601704168e+14 6.494718287577e-05
3.743618724292e-04 7.321388518231e+06 4.287659609576e+03 1.345965890237e+14 6.556968825828e-05
3.769778840462e-04 7.245315727571e+06 4.272757586518e+03 1.322737978803e+14 6.619810634259e-05
3.796121761486e-04 7.170033399542e+06 4.257907362152e+03 1.299910930267e+14 6.683249267294e-05
3.822648764792e-04 7.095533320445e+06 4.243108756450e+03 1.277477826520e+14 6.747290330826e-05
3.849361136731e-04 7.021807361931e+06 4.228361590007e+03 1.255431868850e+14 6.811939482687e-05
3.876260172645e-04 6.948847480113e+06 4.213665684044e+03 1.233766375876e+14 6.877202433120e-05
3.903347176929e-04 6.876645714690e+06 4.199020860401e+03 1.212474781524e+14 6.943084945258e-05
3.930623463089e-04 6.805194188073e+06 4.184426941540e+03 1.191550633042e+14 7.009592835602e-05
3.958090353813e-04 6.734485104534e+06 4.169883750538e+03 1.170987589038e+14 7.076731974512e-05
3.985749181031e-04 6.664510749346e+06 4.155391111089e+03 1.150779417562e+14 7.144508286690e-05
4.013601285980e-04 6.595263487951e+06 4.140948847496e+03 1.130919994216e+14 7.212927751680e-05
4.041648019270e-04 6.526735765117e+06 4.126556784677e+03 1.111403300298e+14 7.281996404366e-05
4.069890740948e-04 6.458920104123e+06 4.112214748157e+03 1.092223420977e+14 7.351720335470e-05
4.098330820567e-04 6.391809105936e+06 4.097922564067e+03 1.073374543501e+14 7.422105692067e-05
4.126969637247e-04 6.325395448409e+06 4.083680059142e+03 1.054850955437e+14 7.493158678093e-05
4.155808579749e-04 6.259671885478e+06 4.069487060721e+03 1.036647042936e+14 7.564885554861e-05
4.184849046536e-04 6.194631246373e+06 4.055343396741e+03 1.018757289036e+14 7.637292641584e-05
4.214092445843e-04 6.130266434838e+06 4.041248895739e+03 1.001176271986e+14 7.710386315901e-05
4.243540195748e-04 6.066570428351e+06 4.027203386847e+03 9.838986636047e+13 7.784173014406e-05
4.273193724236e-04 6.003536277365e+06 4.013206699791e+03 9.669192276655e+13 7.858659233186e-05
4.303054469273e-04 5.941157104543e+06 3.999258664889e+03 9.502328183095e+13 7.933851528356e-05
4.333123878871e-04 5.879426104014e+06 3.985359113049e+03 9.338343784857e+13 8.009756516611e-05
4.363403411162e-04 5.818336540622e+06 3.971507875767e+03 9.177189384186e+13 8.086380875769e-05
4.393894534467e-04 5.757881749203e+06 3.957704785123e+03 9.018816141015e+13 8.163731345328e-05
4.424598727368e-04 5.698055133844e+06 3.943949673783e+03 8.863176058170e+13 8.241814727027e-05
4.455517478779e-04 5.638850167176e+06 3.930242374993e+03 8.710221966816e+13 8.320637885407e-05
4.486652288016e-04 5.580260389653e+06 3.916582722580e+03 8.559907512167e+13 8.400207748384e-05
4.518004664877e-04 5.522279408852e+06 3.902970550947e+03 8.412187139433e+13 8.480531307820e-05
4.549576129706e-04 5.464900898772e+06 3.889405695074e+03 8.267016080016e+13 8.561615620105e-05
4.581368213473e-04 5.408118599149e+06 3.875887990514e+03 8.124350337939e+13 8.643467806739e-05
4.613382457847e-04 5.351926314765e+06 3.862417273391e+03 7.984146676514e+13 8.726095054926e-05
4.645620415267e-04 5.296317914782e+06 3.848993380401e+03 7.846362605240e+13 8.809504618164e-05
4.678083649024e-04 5.241287332063e+06 3.835616148804e+03 7.710956366920e+13 8.893703816847e-05
4.710773733330e-04 5.186828562518e+06 3.822285416429e+03 7.577886925010e+13 8.978700038875e-05
4.743692253401e-04 5.132935664445e+06 3.809001021667e+03 7.447113951178e+13 9.064500740255e-05
4.776840805527e-04 5.079602757882e+06 3.795762803471e+03 7.318597813084e+13 9.151113445728e-05
4.810220997154e-04 5.026824023966e+06 3.782570601354e+03 7.192299562371e+13 9.238545749383e-05
4.843834446961e-04 4.974593704298e+06 3.769424255387e+03 7.068180922854e+13 9.326805315289e-05
4.877682784938e-04 4.922906100315e+06 3.756323606196e+03 6.946204278923e+13 9.415899878124e-05
4.911767652466e-04 4.871755572668e+06 3.743268494963e+03 6.826332664146e+13 9.505837243815e-05
4.946090702394e-04 4.821136540607e+06 3.730258763419e+03 6.708529750059e+13 9.596625290184e-05
4.980653599123e-04 4.771043481370e+06 3.717294253848e+03 6.592759835161e+13 9.688271967593e-05
5.015458018683e-04 4.721470929585e+06 3.704374809081e+03 6.478987834089e+13 9.780785299603e-05
5.050505648817e-04 4.672413476669e+06 3.691500272495e+03 6.367179266989e+13 9.874173383635e-05
5.085798189062e-04 4.623865770240e+06 3.678670488012e+03 6.257300249065e+13 9.968444391633e-05
5.121337350830e-04 4.575822513533e+06 3.665885300096e+03 6.149317480307e+13 1.006360657074e-04
5.157124857493e-04 4.528278464822e+06 3.653144553753e+03 6.043198235401e+13 1.015966824399e-04
5.193162444467e-04 4.481228436848e+06 3.640448094526e+03 5.938910353808e+13 1.025663781094e-04
5.229451859292e-04 4.434667296253e+06 3.627795768496e+03 5.836422230021e+13 1.035452374846e-04
5.265994861723e-04 4.388589963020e+06 3.615187422279e+03 5.735702803985e+13 1.045333461131e-04
5.302793223809e-04 4.342991409917e+06 3.602622903022e+03 5.636721551678e+13 1.055307903293e-04
5.339848729985e-04 4.297866661953e+06 3.590102058408e+03 5.539448475870e+13 1.065376572613e-04
5.377163177153e-04 4.253210795831e+06 3.577624736644e+03 5.443854097023e+13 1.075540348378e-04
5.414738374772e-04 4.209018939412e+06 3.565190786469e+03 5.349909444359e+13 1.085800117956e-04
5.452576144947e-04 4.165286271182e+06 3.552800057146e+03 5.257586047083e+13 1.096156776867e-04
5.490678322514e-04 4.122008019731e+06 3.540452398461e+03 5.166855925749e+13 1.106611228856e-04
5.529046755130e-04 4.079179463226e+06 3.528147660724e+03 5.077691583784e+13 1.117164385969e-04
5.567683303367e-04 4.036795928900e+06 3.515885694764e+03 4.990065999154e+13 1.127817168629e-04
5.606589840795e-04 3.994852792541e+06 3.503666351930e+03 4.903952616170e+13 1.138570505706e-04
5.645768254076e-04 3.953345477986e+06 3.491489484086e+03 4.819325337448e+13 1.149425334597e-04
5.685220443060e-04 3.912269456625e+06 3.479354943611e+03 4.736158515991e+13 1.160382601303e-04
5.724948320868e-04 3.871620246903e+06 3.467262583399e+03 4.654426947422e+13 1.171443260504e-04
5.764953813993e-04 3.831393413835e+06 3.455212256854e+03 4.574105862342e+13 1.182608275641e-04
5.805238862390e-04 3.791584568518e+06 3.443203817889e+03 4.495170918824e+13 1.193878618988e-04
5.845805419568e-04 3.752189367657e+06 3.431237120926e+03 4.417598195036e+13 1.205255271739e-04
5.886655452689e-04 3.713203513084e+06 3.419312020892e+03 4.341364181991e+13 1.216739224084e-04
5.927790942661e-04 3.674622751298e+06 3.407428373221e+03 4.266445776421e+13 1.228331475289e-04
5.969213884234e-04 3.636442872994e+06 3.395586033845e+03 4.192820273776e+13 1.240033033779e-04
6.010926286098e-04 3.598659712605e+06 3.383784859200e+03 4.120465361342e+13 1.251844917223e-04
6.052930170978e-04 3.561269147851e+06 3.372024706220e+03 4.049359111479e+13 1.263768152612e-04
6.095227575735e-04 3.524267099285e+06 3.360305432337e+03 3.979479974977e+13 1.275803776345e-04
6.137820551464e-04 3.487649529851e+06 3.348626895477e+03 3.910806774522e+13 1.287952834313e-04
6.180711163590e-04 3.451412444440e+06 3.336988954063e+03 3.843318698280e+13 1.300216381986e-04
6.223901491975e-04 3.415551889459e+06 3.325391467006e+03 3.776995293587e+13 1.312595484496e-04
6.267393631012e-04 3.380063952394e+06 3.313834293711e+03 3.711816460755e+13 1.325091216726e-04
6.311189689730e-04 3.344944761390e+06 3.302317294069e+03 3.647762446974e+13 1.337704663394e-04
6.355291791896e-04 3.310190484820e+06 3.290840328461e+03 3.584813840331e+13 1.350436919147e-04
6.399702076119e-04 3.275797330875e+06 3.279403257750e+03 3.522951563924e+13 1.363289088644e-04
6.444422695950e-04 3.241761547145e+06 3.268005943284e+03 3.462156870080e+13 1.376262286649e-04
6.489455819990e-04 3.208079420212e+06 3.256648246895e+03 3.402411334677e+13 1.389357638120e-04
6.534803631995e-04 3.174747275244e+06 3.245330030892e+03 3.343696851553e+13 1.402576278303e-04
6.580468330980e-04 3.141761475595e+06 3.234051158064e+03 3.285995627025e+13 1.415919352819e-04
6.626452131326e-04 3.109118422407e+06 3.222811491678e+03 3.229290174494e+13 1.429388017762e-04
6.672757262888e-04 3.076814554217e+06 3.211610895476e+03 3.173563309145e+13 1.442983439789e-04
6.719385971104e-04 3.044846346570e+06 3.200449233671e+03 3.118798142737e+13 1.456706796218e-04
6.766340517103e-04 3.013210311635e+06 3.189326370951e+03 3.064978078490e+13 1.470559275119e-04
6.813623177813e-04 2.981902997821e+06 3.178242172474e+03 3.012086806049e+13 1.484542075414e-04
6.861236246075e-04 2.950920989403e+06 3.167196503866e+03 2.960108296543e+13 1.498656406972e-04
6.909182030751e-04 2.920260906151e+06 3.156189231219e+03 2.909026797730e+13 1.512903490707e-04
6.957462856837e-04 2.889919402956e+06 3.145220221093e+03 2.858826829219e+13 1.527284558678e-04
7.006081065577e-04 2.859893169470e+06 3.134289340510e+03 2.809493177778e+13 1.541800854185e-04
7.055039014574e-04 2.830178929742e+06 3.123396456955e+03 2.761010892728e+13 1.556453631873e-04
7.104339077907e-04 2.800773441863e+06 3.112541438373e+03 2.713365281407e+13 1.571244157834e-04
7.153983646244e-04 2.771673497609e+06 3.101724153169e+03 2.666541904719e+13 1.586173709704e-04
7.203975126959e-04 2.742875922093e+06 3.090944470205e+03 2.620526572758e+13 1.601243576771e-04
7.254315944249e-04 2.714377573420e+06 3.080202258798e+03 2.575305340509e+13 1.616455060076e-04
7.305008539251e-04 2.686175342340e+06 3.069497388721e+03 2.530864503616e+13 1.631809472520e-04
7.356055370160e-04 2.658266151913e+06 3.058829730198e+03 2.487190594238e+13 1.647308138968e-04
7.407458912348e-04 2.630646957172e+06 3.048199153905e+03 2.444270376957e+13 1.662952396355e-04
7.459221658488e-04 2.603314744788e+06 3.037605530967e+03 2.402090844773e+13 1.678743593798e-04
7.511346118667e-04 2.576266532746e+06 3.027048732958e+03 2.360639215163e+13 1.694683092697e-04
7.563834820515e-04 2.549499370016e+06 3.016528631898e+03 2.319902926201e+13 1.710772266852e-04
7.616690309325e-04 2.523010336232e+06 3.006045100251e+03 2.279869632756e+13 1.727012502567e-04
7.669915148176e-04 2.496796541375e+06 2.995598010926e+03 2.240527202750e+13 1.743405198768e-04
7.723511918056e-04 2.470855125454e+06 2.985187237272e+03 2.201863713477e+13 1.759951767108e-04
7.777483217992e-04 2.445183258198e+06 2.974812653078e+03 2.163867447996e+13 1.776653632086e-04
7.831831665169e-04 2.419778138746e+06 2.964474132575e+03 2.126526891574e+13 1.793512231158e-04
7.886559895064e-04 2.394636995338e+06 2.954171550428e+03 2.089830728200e+13 1.810529014853e-04
7.941670561568e-04 2.369757085018e+06 2.943904781738e+03 2.053767837154e+13 1.827705446890e-04
7.997166337118e-04 2.345135693331e+06 2.933673702042e+03 2.018327289638e+13 1.845043004294e-04
8.053049912828e-04 2.320770134029e+06 2.923478187308e+03 1.983498345460e+13 1.862543177515e-04
8.109323998613e-04 2.296657748775e+06 2.913318113935e+03 1.949270449783e+13 1.880207470547e-04
8.165991323328e-04 2.272795906856e+06 2.903193358753e+03 1.915633229926e+13 1.898037401049e-04
8.223054634896e-04 2.249182004895e+06 2.893103799020e+03 1.882576492218e+13 1.916034500464e-04
8.280516700443e-04 2.225813466567e+06 2.883049312418e+03 1.850090218910e+13 1.934200314144e-04
8.338380306430e-04 2.202687742315e+06 2.873029777059e+03 1.818164565137e+13 1.952536401472e-04
8.396648258790e-04 2.179802309079e+06 2.863045071475e+03 1.786789855940e+13 1.971044335986e-04
8.455323383064e-04 2.157154670013e+06 2.853095074621e+03 1.755956583324e+13 1.989725705505e-04
8.514408524539e-04 2.134742354215e+06 2.843179665872e+03 1.725655403388e+13 2.008582112257e-04
8.573906548382e-04 2.112562916462e+06 2.833298725026e+03 1.695877133484e+13 2.027615173003e-04
8.633820339783e-04 2.090613936935e+06 2.823452132294e+03 1.666612749438e+13 2.046826519172e-04
8.694152804093e-04 2.068893020963e+06 2.813639768307e+03 1.637853382815e+13 2.066217796984e-04
8.754906866967e-04 2.047397798755e+06 2.803861514109e+03 1.609590318230e+13 2.085790667583e-04
8.816085474501e-04 2.026125925147e+06 2.794117251157e+03 1.581814990708e+13 2.105546807174e-04
8.877691593382e-04 2.005075079342e+06 2.784406861323e+03 1.554518983087e+13 2.125487907148e-04
8.939728211025e-04 1.984242964660e+06 2.774730226888e+03 1.527694023467e+13 2.145615674224e-04
9.002198335722e-04 1.963627308284e+06 2.765087230540e+03 1.501331982705e+13 2.165931830579e-04
9.065104996786e-04 1.943225861015e+06 2.755477755378e+03 1.475424871949e+13 2.186438113988e-04
9.128451244700e-04 1.923036397026e+06 2.745901684906e+03 1.449964840218e+13 2.207136277960e-04
9.192240151262e-04 1.903056713616e+06 2.736358903034e+03 1.424944172022e+13 2.228028091878e-04
9.256474809737e-04 1.883284630976e+06 2.726849294074e+03 1.400355285025e+13 2.249115341139e-04
9.321158335004e-04 1.863717991945e+06 2.717372742741e+03 1.376190727745e+13 2.270399827296e-04
9.386293863710e-04 1.844354661778e+06 2.707929134150e+03 1.352443177297e+13 2.291883368199e-04
9.451884554418e-04 1.825192527911e+06 2.698518353817e+03 1.329105437174e+13 2.313567798140e-04
9.517933587766e-04 1.806229499733e+06 2.689140287655e+03 1.306170435065e+13 2.335454967998e-04
9.584444166617e-04 1.787463508355e+06 2.679794821972e+03 1.283631220711e+13 2.357546745385e-04
9.651419516214e-04 1.768892506389e+06 2.670481843475e+03 1.261480963801e+13 2.379845014794e-04
9.718862884340e-04 1.750514467718e+06 2.661201239261e+03 1.239712951901e+13 2.402351677748e-04
9.786777541471e-04 1.732327387279e+06 2.651952896822e+03 1.218320588417e+13 2.425068652947e-04
9.855166780938e-04 1.714329280846e+06 2.642736704040e+03 1.197297390601e+13 2.447997876426e-04
9.924033919086e-04 1.696518184809e+06 2.633552549187e+03 1.176636987580e+13 2.471141301701e-04
9.993382295434e-04 1.678892155962e+06 2.624400320923e+03 1.156333118431e+13 2.494500899925e-04
1.006321527284e-03 1.661449271291e+06 2.615279908296e+03 1.136379630281e+13 2.518078660045e-04
1.013353623765e-03 1.644187627765e+06 2.606191200739e+03 1.116770476440e+13 2.541876588958e-04
1.020434859988e-03 1.627105342126e+06 2.597134088069e+03 1.097499714573e+13 2.565896711666e-04
1.027565579340e-03 1.610200550686e+06 2.588108460486e+03 1.078561504896e+13 2.590141071439e-04
1.034746127602e-03 1.593471409122e+06 2.579114208574e+03 1.059950108408e+13 2.614611729975e-04
1.041976852977e-03 1.576916092277e+06 2.570151223295e+03 1.041659885148e+13 2.639310767557e-04
1.049258106098e-03 1.560532793956e+06 2.561219395989e+03 1.023685292491e+13 2.664240283225e-04
1.056590240049e-03 1.544319726735e+06 2.552318618377e+03 1.006020883464e+13 2.689402394933e-04
1.063973610381e-03 1.528275121761e+06 2.543448782555e+03 9.886613050993e+12 2.714799239719e-04
1.071408575130e-03 1.512397228564e+06 2.534609780992e+03 9.716012968064e+12 2.740432973871e-04
1.078895494834e-03 1.496684314861e+06 2.525801506534e+03 9.548356887829e+12 2.766305773099e-04
1.086434732550e-03 1.481134666369e+06 2.517023852398e+03 9.383594004454e+12 2.792419832699e-04
1.094026653872e-03 1.465746586619e+06 2.508276712173e+03 9.221674388903e+12 2.818777367732e-04
1.101671626949e-03 1.450518396770e+06 2.499559979816e+03 9.062548973802e+12 2.845380613191e-04
1.109370022502e-03 1.435448435426e+06 2.490873549655e+03 8.906169538575e+12 2.872231824181e-04
1.117122213845e-03 1.420535058453e+06 2.482217316384e+03 8.752488694823e+12 2.899333276093e-04
1.124928576896e-03 1.405776638803e+06 2.473591175063e+03 8.601459871967e+12 2.926687264779e-04
1.132789490206e-03 1.391171566334e+06 2.464995021117e+03 8.453037303131e+12 2.954296106735e-04
1.140705334965e-03 1.376718247635e+06 2.456428750335e+03 8.307176011274e+12 2.982162139282e-04
1.148676495031e-03 1.362415105852e+06 2.447892258869e+03 8.163831795559e+12 3.010287720743e-04
1.156703356943e-03 1.348260580516e+06 2.439385443230e+03 8.022961217954e+12 3.038675230635e-04
1.164786309941e-03 1.334253127374e+06 2.430908200289e+03 7.884521590073e+12 3.067327069844e-04
1.172925745985e-03 1.320391218218e+06 2.422460427278e+03 7.748470960234e+12 3.096245660823e-04
